CLASS,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
MALICIOUS,927.797415,CTYysnp3AusStUVR3,192.168.1.112,61539,5.139.159.129,445,tcp,0.141292,0,0,RSTR,3,132,3,132
MALICIOUS,928.11697,CgDXZs4w0mfViU4TOa,192.168.1.112,61485,185.119.243.226,445,tcp,0.12837,0,0,REJ,1,52,1,40
MALICIOUS,916.210411,CV2gX9399ulekEVwOa,192.168.1.112,60200,136.227.15.2,445,tcp,12.607685,0,0,RSTO,8,332,1,44
MALICIOUS,916.340746,CoPA3N2CJMFntynGYj,192.168.1.112,60212,136.227.15.2,445,tcp,12.607629,1,0,RSTO,8,337,1,44
MALICIOUS,928.560504,CZ1RhC2z7lP996Llq9,192.168.1.112,61622,191.175.205.156,445,tcp,0.857468,0,0,REJ,1,52,1,40
MALICIOUS,928.648037,Cc6snI1JMGbOGZ1ZW9,192.168.1.112,61643,218.95.37.36,445,tcp,0.812355,0,0,RSTR,3,132,3,132
MALICIOUS,929.052541,C2mqDr1VqZH4O67bUi,192.168.1.112,61689,218.95.37.36,445,tcp,1.702648,286,170,RSTR,5,498,4,342
MALICIOUS,933.755834,CUpYU24vLkbm6xdZih,192.168.1.112,62224,218.95.37.36,445,tcp,1.67253,373,164,RSTR,5,585,4,336
MALICIOUS,941.216262,C0Ttq331Cuf1eXlg5b,192.168.1.112,63084,81.30.51.249,445,tcp,0.087239,0,0,REJ,1,52,1,40
MALICIOUS,941.778904,C8D7v62Ky3fIgTWUO9,192.168.1.112,63149,150.42.122.97,445,tcp,0.195759,0,0,REJ,1,52,1,40
MALICIOUS,943.881127,CiTpYX1aa7m6LLJEc,192.168.1.112,63377,14.170.0.25,445,tcp,0.298188,0,0,REJ,1,52,1,40
MALICIOUS,946.185324,CBp2rd2conjBYjYPc3,192.168.1.112,63658,208.39.74.81,445,tcp,0.145218,0,0,REJ,1,52,1,40
MALICIOUS,941.806981,CnG7H935Yi7MUFFN51,192.168.1.112,63084,81.30.51.249,445,tcp,0.087394,0,0,REJ,1,52,1,40
MALICIOUS,942.477372,Cg3rUv2QHImNqsfUsi,192.168.1.112,63149,150.42.122.97,445,tcp,0.195739,0,0,REJ,1,52,1,40
MALICIOUS,947.288132,CXI2Qa1U1bDeUFKR8e,192.168.1.112,63788,60.130.144.109,445,tcp,0.284199,0,0,REJ,1,52,1,40
MALICIOUS,943.983623,CkCXD730DL5A8lKKGd,192.168.1.112,63405,172.247.67.58,445,tcp,0.317124,0,0,RSTR,3,132,3,132
MALICIOUS,944.142766,CCvK0E4Y4QhTAeogva,192.168.1.112,63421,172.247.67.1,445,tcp,0.320508,0,0,RSTR,3,132,3,132
MALICIOUS,931.953253,CfFPpX3kGPayPbQG44,192.168.1.112,62023,136.227.15.2,445,tcp,12.607728,1,0,RSTO,8,337,1,44
MALICIOUS,944.303759,C28R6a3wFqJUHSjjFg,192.168.1.112,63445,172.247.67.1,445,tcp,0.635381,286,170,RSTR,5,498,4,342
MALICIOUS,944.680453,CbylvO3gD3VViVHNa7,192.168.1.112,63377,14.170.0.25,445,tcp,0.298845,0,0,REJ,1,52,1,40
MALICIOUS,951.010938,CivG0GIghTv5kJWA,192.168.1.112,64216,5.139.159.23,445,tcp,0.073269,0,0,REJ,1,52,1,40
MALICIOUS,951.139991,CI90Ci3PaUqoFvh2Dj,192.168.1.112,64231,212.247.125.59,445,tcp,0.048561,0,0,REJ,1,52,1,40
MALICIOUS,946.834125,Ceqw5t3SxtOE8xIM1e,192.168.1.112,63658,208.39.74.81,445,tcp,0.145201,0,0,REJ,1,52,1,40
MALICIOUS,842.624473,CCsTkc2jIwKNzjTi6b,193.171.13.10,3,192.168.1.112,13,icmp,49.631069,56,0,OTH,2,112,0,0
MALICIOUS,948.075844,CUIs7n19zmkewgAssd,192.168.1.112,63788,60.130.144.109,445,tcp,0.28437,0,0,REJ,1,52,1,40
MALICIOUS,947.935597,Csb2CK1jUt0punG1Tl,192.168.1.112,63859,172.247.67.1,445,tcp,0.62405,373,172,RSTR,5,585,4,344
MALICIOUS,948.611681,CValyq2P3tu6Md4Sqh,192.168.1.112,63941,172.247.67.2,445,tcp,0.308495,0,0,RSTR,3,132,3,132
MALICIOUS,948.766445,CrtAec1Xfusg9yC1m8,192.168.1.112,63959,172.247.67.2,445,tcp,0.634221,286,170,RSTR,5,498,4,342
MALICIOUS,955.477153,CF2XYtzUT7s0tyBk3,192.168.1.112,64734,2.133.215.246,445,tcp,0.112968,0,0,REJ,1,52,1,40
MALICIOUS,955.476805,Cr9sW82DmKXPXmkxgc,192.168.1.112,64732,203.69.141.47,445,tcp,0.315254,0,0,REJ,1,52,1,40
MALICIOUS,951.580981,CoKzcMPwUeoi4PFI8,192.168.1.112,64216,5.139.159.23,445,tcp,0.073319,0,0,REJ,1,52,1,40
MALICIOUS,951.690932,CcTZgl44YSrWmX569c,192.168.1.112,64231,212.247.125.59,445,tcp,0.045006,0,0,REJ,1,52,1,40
MALICIOUS,956.339815,CxLsRuJggdeZkSksg,192.168.1.112,64831,133.130.233.54,445,tcp,0.27885,0,0,REJ,1,52,1,40
MALICIOUS,952.402586,CFrMPN1En0wDL70s0g,192.168.1.112,64376,172.247.67.2,445,tcp,0.634385,373,172,RSTR,5,585,4,344
MALICIOUS,957.439634,CSBb9OFd1MHXglTX4,192.168.1.112,64956,186.129.234.183,445,tcp,0.300178,0,0,REJ,1,52,1,40
MALICIOUS,953.0837,CCU52i4hzTfgp54Em8,192.168.1.112,64458,172.247.67.3,445,tcp,0.320844,0,0,RSTR,3,132,3,132
MALICIOUS,953.24481,C9E37y4oIqrYYyWA05,192.168.1.112,64474,172.247.67.3,445,tcp,0.61655,286,170,RSTR,5,498,4,342
MALICIOUS,959.405931,CfuRj7WXxXWszDpf,192.168.1.112,65184,126.70.224.176,445,tcp,0.286234,0,0,REJ,1,52,1,40
MALICIOUS,956.097161,CrcEtU2TLfFPH1IY81,192.168.1.112,64734,2.133.215.246,445,tcp,0.111953,0,0,REJ,1,52,1,40
MALICIOUS,960.74542,CJsDif2f6A4lD5AH9j,192.168.1.112,65340,91.93.127.129,445,tcp,0.05408,0,0,REJ,1,52,1,40
MALICIOUS,960.506979,CjQzIw3Y04mmEmcaR1,192.168.1.112,65313,124.100.104.41,445,tcp,0.30882,0,0,REJ,1,52,1,40
MALICIOUS,960.745083,Cn8CTk44fvVhkWsE2l,192.168.1.112,65339,161.13.91.218,445,tcp,0.161488,0,0,REJ,1,52,1,40
MALICIOUS,956.297565,CntpiF3DeEwQe0Gil2,192.168.1.112,64732,203.69.141.47,445,tcp,0.315244,0,0,REJ,1,52,1,40
MALICIOUS,944.61082,CCFamZ3ExZNxitFTae,192.168.1.112,63478,136.227.15.3,445,tcp,12.608303,0,0,RSTO,8,332,1,44
MALICIOUS,957.119129,CFE9Xc49n1L0ty8Oj3,192.168.1.112,64831,133.130.233.54,445,tcp,0.278784,0,0,REJ,1,52,1,40
MALICIOUS,956.859118,CYA4WAubeuDsK5gqh,192.168.1.112,64887,172.247.67.3,445,tcp,0.630845,373,172,RSTR,5,585,4,344
MALICIOUS,962.15697,COWDjCUo6cW8QPrB6,192.168.1.112,65501,212.247.163.71,445,tcp,0.04303,0,0,REJ,1,52,1,40
MALICIOUS,957.540354,CcLfiaSdsYae5Dd53,192.168.1.112,64969,172.247.67.4,445,tcp,0.311791,0,0,RSTR,3,132,3,132
MALICIOUS,962.709065,CbTPe43Zha0KCPcBlb,192.168.1.112,49183,197.52.173.186,445,tcp,0.096364,0,0,REJ,1,52,1,40
MALICIOUS,944.74527,CqQLQy22RlyYh45MUc,192.168.1.112,63498,136.227.15.3,445,tcp,13.575042,1,0,RSTO,8,337,1,44
MALICIOUS,957.696742,CVj2Oi15AEsxcr8GO8,192.168.1.112,64991,172.247.67.4,445,tcp,0.623743,286,170,RSTR,5,498,4,342
MALICIOUS,958.24004,CVg55b1LfoslszSAVf,192.168.1.112,64956,186.129.234.183,445,tcp,0.297467,0,0,REJ,1,52,1,40
MALICIOUS,964.360782,Cl8izq4Vd0UBTyuTAk,192.168.1.112,49376,212.247.45.158,445,tcp,0.037023,0,0,REJ,1,52,1,40
MALICIOUS,960.193279,Cd0bqPlUpd9t0tjug,192.168.1.112,65184,126.70.224.176,445,tcp,0.289464,0,0,REJ,1,52,1,40
MALICIOUS,964.930578,C1OTVF31md3zyHjjX6,192.168.1.112,49442,218.95.37.65,445,tcp,0.408115,0,0,REJ,1,52,1,40
MALICIOUS,961.325171,Cp4Fhl38bHFmcBr4Ne,192.168.1.112,65400,172.247.67.4,445,tcp,0.64123,373,172,RSTR,5,585,4,344
MALICIOUS,964.899897,Cy7z0I12ngYblqvMDc,192.168.1.112,49376,212.247.45.158,445,tcp,0.037272,0,0,REJ,1,52,1,40
MALICIOUS,963.811959,CAYseI3uiPMCah2pD7,192.168.1.112,49312,94.24.78.2,445,tcp,2.149681,0,0,S2,6,252,1,40
MALICIOUS,959.94337,CuQf9L2a6RRYCvCREk,192.168.1.112,65244,157.27.94.130,445,tcp,4.826318,0,0,S2,7,292,1,44
MALICIOUS,808.510902,CArVDJ3Bg33qKn9vW9,192.168.1.112,64087,212.247.196.154,445,tcp,21.43473,364,0,SF,13,2821,3,128
MALICIOUS,960.014211,C0La3i1RZAAjd4WAuc,192.168.1.112,65256,157.27.94.1,445,tcp,4.825253,1,0,S1,7,297,1,44
MALICIOUS,961.325411,CCLjua24B4WUYBmAK1,192.168.1.112,65401,136.227.15.3,445,tcp,3.244216,1,0,S1,6,256,1,44
MALICIOUS,962.708775,C7clW3U11O1xH742d,192.168.1.112,49182,94.24.78.211,445,tcp,2.150862,0,0,S2,6,252,1,40
MALICIOUS,963.865565,CiBUNq2b8G4M19vQR8,192.168.1.112,49317,94.24.78.2,445,tcp,0.944478,88,0,S1,5,476,1,40
MALICIOUS,959.970204,C2y9LG3PkisUI5toxh,192.168.1.112,65255,157.27.94.1,445,tcp,4.829728,0,0,S2,7,292,1,44
MALICIOUS,961.305147,Ctjda3OXQl3QK0X6i,192.168.1.112,65340,91.93.127.129,445,tcp,0.053924,0,0,REJ,1,52,1,40
MALICIOUS,811.599966,CnQe7Y3Tg1yE9MNuh2,192.168.1.112,64436,212.247.196.154,445,tcp,21.430301,455,0,SF,13,3206,3,128
MALICIOUS,961.405137,CZAP5k4QxMUz8RcDt8,192.168.1.112,65339,161.13.91.218,445,tcp,0.1614,0,0,REJ,1,52,1,40
MALICIOUS,962.016913,CnDNt62eE6e1PBqR1h,192.168.1.112,65487,172.247.67.5,445,tcp,0.320828,0,0,RSTR,3,132,3,132
MALICIOUS,963.307378,CEu3Mx16Z35qou1tZ6,192.168.1.112,49183,197.52.173.186,445,tcp,0.0964,0,0,REJ,1,52,1,40
MALICIOUS,965.802045,CLWfp81ahowQuoGkl6,192.168.1.112,49537,172.247.67.5,445,tcp,0.160507,137,0,S1,3,269,1,52
MALICIOUS,961.314482,ChPCKy1e3lp15SvUC2,192.168.1.112,65313,124.100.104.41,445,tcp,0.305546,0,0,REJ,1,52,1,40
MALICIOUS,962.178009,C88PS33779xmXObh1h,192.168.1.112,65510,172.247.67.5,445,tcp,0.624299,286,170,RSTR,5,498,4,342
MALICIOUS,962.706518,C6aQEc3gXWG9o0gEeg,192.168.1.112,65501,212.247.163.71,445,tcp,0.04222,0,0,REJ,1,52,1,40
MALICIOUS,909.575742,C7j6q82BqEEI9UsOKk,192.121.89.254,11,192.168.1.112,0,icmp,3.153939,112,0,OTH,4,224,0,0
MALICIOUS,65.5429,Ckn8Ib2qvZgpinUfvc,10.0.2.15,49157,95.101.72.202,80,tcp,0.076479,97,249,SF,5,309,6,493
MALICIOUS,62.129915,CENeWT3lVlkp8sRvZ8,10.0.2.15,51896,192.168.33.254,53,udp,0.093934,26,101,SF,1,54,1,129
MALICIOUS,62.228448,CoPCzhCMHyYPjXJd2,fe80::69dd:e614:2b2:dfd0,51453,ff02::1:3,5355,udp,0.102746,44,0,S0,2,140,0,0
MALICIOUS,62.228912,CKo6Rs2ePUtxRofnTi,10.0.2.15,64922,224.0.0.252,5355,udp,0.103106,44,0,S0,2,100,0,0
MALICIOUS,62.534601,CSt6B12Rmp5o3ERuL4,10.0.2.15,137,10.0.2.255,137,udp,1.497968,150,0,S0,3,234,0,0
MALICIOUS,64.795249,CLeUcc15K909f6Q4wd,10.0.2.15,58640,192.168.33.254,53,udp,0.079787,34,140,SF,1,62,1,168
MALICIOUS,64.888805,C352fPbkc4GyHeoA2,10.0.2.15,61815,192.168.33.254,53,udp,0.647103,34,140,SF,1,62,1,168
MALICIOUS,46.032948,Cd3X9u4z3461SHM8Wh,fe80::69dd:e614:2b2:dfd0,143,ff02::16,0,icmp,0.499685,40,0,OTH,2,152,0,0
MALICIOUS,46.532106,C4pNDy4IfAamyPE6i6,fe80::69dd:e614:2b2:dfd0,133,ff02::2,134,icmp,7.984285,24,0,OTH,3,168,0,0
MALICIOUS,54.597726,CxDEvq2AFXEUrFD7Nd,0.0.0.0,68,255.255.255.255,67,udp,3.998217,604,0,S0,2,660,0,0
MALICIOUS,54.59791,CX35bZ1G32aAE0rTH,10.0.2.15,68,10.0.2.2,67,udp,7.50798,0,1644,SHR,0,0,3,1728
MALICIOUS,58.549259,CL5E6mK2USMqHP667,fe80::69dd:e614:2b2:dfd0,546,ff02::1:2,547,udp,63.108597,602,0,S0,7,938,0,0
MALICIOUS,274.416792,C0ZfQn1iUIM3I8G3If,10.0.2.15,62169,192.168.33.254,53,udp,0.07098,42,347,SF,1,70,1,375
MALICIOUS,274.526767,CbbB522hl2dgvw57Qf,10.0.2.15,62183,192.168.33.254,53,udp,0.072843,42,347,SF,1,70,1,375
MALICIOUS,274.60686,Ctp2hM3BQ6wX8atYEd,10.0.2.15,57988,192.168.33.254,53,udp,0.053187,47,312,SF,1,75,1,340
MALICIOUS,274.66727,CWohmtUv7A241mNpg,10.0.2.15,57427,192.168.33.254,53,udp,0.076056,47,128,SF,1,75,1,156
MALICIOUS,276.227995,C7YMf14BqNupsI547i,10.0.2.15,59123,192.168.33.254,53,udp,0.039125,33,113,SF,1,61,1,141
MALICIOUS,276.302202,C1GMdY1QWU23Yvr1Uj,10.0.2.15,58295,192.168.33.254,53,udp,0.051077,52,84,SF,1,80,1,112
MALICIOUS,276.36401,CNcNRN2uYkC0EkHyM4,10.0.2.15,53825,192.168.33.254,53,udp,0.041255,52,108,SF,1,80,1,136
MALICIOUS,280.367622,Cm5FkG2YUGeLUf40f,10.0.2.15,53659,192.168.33.254,53,udp,0.051168,41,429,SF,1,69,1,457
MALICIOUS,280.428542,Ce3SqF4PCMbnqeLjE9,10.0.2.15,52583,192.168.33.254,53,udp,0.055606,41,429,SF,1,69,1,457
CLEAN,280.490188,CAQb4f3m47vAxEYX4h,10.0.2.15,55873,192.168.33.254,53,udp,0.038024,81,346,SF,1,109,1,374
CLEAN,280.529149,CIVmjn3bZV5WEWo3Zk,10.0.2.15,60301,192.168.33.254,53,udp,0.044838,53,357,SF,1,81,1,385
CLEAN,280.533608,C3GSsb43SxDgyF3Pyf,10.0.2.15,52409,192.168.33.254,53,udp,0.045281,81,159,SF,1,109,1,187
CLEAN,280.581827,ChLPfy440GlJnlSyMk,10.0.2.15,54894,192.168.33.254,53,udp,0.049094,46,311,SF,1,74,1,339
CLEAN,280.637141,C87Cmw3TcOqmj6XeQb,10.0.2.15,59944,192.168.33.254,53,udp,0.042976,46,127,SF,1,74,1,155
CLEAN,280.963643,Cs6VJQ1KRDNa6kLwYl,10.0.2.15,58452,192.168.33.254,53,udp,0.041395,35,83,SF,1,63,1,111
CLEAN,281.019374,C82wGE2Yug44oKgoR,10.0.2.15,62352,192.168.33.254,53,udp,0.032403,35,83,SF,1,63,1,111
CLEAN,281.060412,CoJexd1bjQn9bkw3Rb,10.0.2.15,51314,192.168.33.254,53,udp,0.028745,36,52,SF,1,64,1,80
CLEAN,281.092656,CC7dCt4c36XarS5irf,10.0.2.15,62414,192.168.33.254,53,udp,0.044931,36,104,SF,1,64,1,132
CLEAN,281.402177,CbYSDP33mJpQVHEO5f,10.0.2.15,49165,52.222.171.185,443,tcp,5.321756,373,3710,SF,9,745,10,4114
CLEAN,287.28476,CaE59C219BZkuMWRL4,10.0.2.15,49173,216.58.207.67,443,tcp,0.119855,500,4341,RSTO,9,872,11,4785
CLEAN,286.761661,CaZiS7YtcfCt55Y5k,10.0.2.15,49170,216.58.207.78,443,tcp,1.438172,857,47461,SF,24,1829,71,50305
CLEAN,288.679983,C3EX9J32azbjyX7ah3,10.0.2.15,49175,216.58.207.78,443,tcp,0.211529,496,4407,SF,11,948,15,5011
CLEAN,283.789712,C3PWQ64WNuao51MQy5,10.0.2.15,49166,52.222.171.185,443,tcp,5.157124,373,3710,SF,9,745,10,4114
CLEAN,291.018253,CD4ksL24Th0Va6CFkg,10.0.2.15,49176,216.58.207.66,443,tcp,0.158964,515,4101,RSTO,10,927,14,4665
CLEAN,286.19186,CntSZH1ZphDr9Yy6S3,10.0.2.15,49688,192.168.33.254,53,udp,0.064094,29,45,SF,1,57,1,73
CLEAN,286.239084,CjMWUp3XiqAQRtzdRh,10.0.2.15,56149,192.168.33.254,53,udp,0.046152,33,83,SF,1,61,1,111
CLEAN,286.268044,CVhBRw1uSn9VGJAqUj,10.0.2.15,64872,192.168.33.254,53,udp,0.055147,29,45,SF,1,57,1,73
CLEAN,286.317516,Co1RRP1AV0J7lnTQE,10.0.2.15,51446,192.168.33.254,53,udp,0.044467,33,83,SF,1,61,1,111
CLEAN,286.33873,CXPGDq2X0ujyFLRMJl,10.0.2.15,59407,192.168.33.254,53,udp,0.060808,29,45,SF,1,57,1,73
CLEAN,286.366848,CIC3qF2uyAvFgypSb1,10.0.2.15,51554,192.168.33.254,53,udp,0.042634,41,57,SF,1,69,1,85
CLEAN,286.407101,CfsGFJfk1wZf69Vec,10.0.2.15,60399,192.168.33.254,53,udp,0.057029,29,57,SF,1,57,1,85
CLEAN,286.419012,CiSm3x2Obk6dUbS93d,10.0.2.15,56613,192.168.33.254,53,udp,0.07258,41,69,SF,1,69,1,97
CLEAN,286.701633,CKqDwb35m3eY6GElG8,10.0.2.15,64931,192.168.33.254,53,udp,0.043782,37,77,SF,1,65,1,105
CLEAN,286.754877,CsSw9h4OQSeRWfHho1,10.0.2.15,49803,192.168.33.254,53,udp,0.042393,37,77,SF,1,65,1,105
CLEAN,286.80111,CgNouu2NPeI6CKC2e,10.0.2.15,49261,192.168.33.254,53,udp,0.067215,38,54,SF,1,66,1,82
CLEAN,286.87461,CF8LsW13qGgjOgvd38,10.0.2.15,56056,192.168.33.254,53,udp,0.071115,38,66,SF,1,66,1,94
CLEAN,287.236621,C88RLSmxkvzs8Tn3i,10.0.2.15,50716,192.168.33.254,53,udp,0.042012,35,87,SF,1,63,1,115
CLEAN,287.291348,CxFjAN3JbDNDahFyHb,10.0.2.15,57293,192.168.33.254,53,udp,0.043483,35,87,SF,1,63,1,115
CLEAN,286.840626,CNYpaP1rChxFhcYFad,10.0.2.15,49171,216.58.207.78,80,tcp,5.45251,0,0,SF,4,172,3,124
CLEAN,286.261509,CxBKFm5oNvPwarv01,10.0.2.15,49167,216.58.207.78,80,tcp,6.054198,0,0,SF,4,172,3,124
CLEAN,291.17525,CNTr7Z1jfzMON0J9e,10.0.2.15,49178,216.58.206.2,443,tcp,1.156131,1368,4834,SF,14,1940,16,5478
CLEAN,287.340431,CqKsy04Rbzge4rUvva,10.0.2.15,49407,192.168.33.254,53,udp,0.048639,43,59,SF,1,71,1,87
CLEAN,287.396196,CmaMd43ANKRLUaJjG1,10.0.2.15,62297,192.168.33.254,53,udp,0.033195,43,71,SF,1,71,1,99
CLEAN,291.400819,CkO1AB2UiGjII0bF1c,10.0.2.15,49183,216.58.207.78,443,tcp,1.900578,496,4406,SF,11,948,12,4890
CLEAN,288.320015,CgAmMo3TEd6gJ7RUXe,10.0.2.15,53402,192.168.33.254,53,udp,0.061197,42,84,SF,1,70,1,112
CLEAN,288.321761,Cby0OHm46k1UsfrV,10.0.2.15,52765,192.168.33.254,53,udp,0.064539,48,90,SF,1,76,1,118
CLEAN,291.403215,CrH7cC30Ps6qDGkTV5,10.0.2.15,49184,216.58.207.78,443,tcp,1.920273,496,4406,SF,12,988,16,5050
CLEAN,291.40696,CV5V2M1ETfyjvHlvj,10.0.2.15,49185,216.58.207.78,443,tcp,1.92017,496,4407,SF,12,988,15,5011
CLEAN,291.424565,C2DhQl3ZIQhoMmpeaa,10.0.2.15,49186,216.58.207.78,443,tcp,1.913795,496,4406,SF,11,948,14,4970
CLEAN,291.476029,CygJXH2W1t83DqpaJd,10.0.2.15,49187,216.58.207.78,443,tcp,1.870904,496,4406,SF,11,948,14,4970
CLEAN,291.396091,CXNaE83rD8yXJPCMbg,10.0.2.15,49182,216.58.207.78,443,tcp,1.951447,496,4406,SF,12,988,14,4970
CLEAN,288.397408,CNgAl12nUN5VZ3T1Cc,10.0.2.15,49262,192.168.33.254,53,udp,0.045404,45,61,SF,1,73,1,89
CLEAN,288.40113,CY5olj1z07BolCBcd3,10.0.2.15,61615,192.168.33.254,53,udp,0.066202,42,84,SF,1,70,1,112
CLEAN,288.449128,CpR17D3Kyh1ck0h3m5,10.0.2.15,58302,192.168.33.254,53,udp,0.08575,45,105,SF,1,73,1,133
CLEAN,288.475291,Celzxh1IefYdP4WUif,10.0.2.15,62264,192.168.33.254,53,udp,0.059469,45,61,SF,1,73,1,89
CLEAN,288.542812,C3OtkJHF5458OaZza,10.0.2.15,57168,192.168.33.254,53,udp,0.058218,45,105,SF,1,73,1,133
CLEAN,288.61204,C5oU781BmPka3p8Omk,10.0.2.15,55024,192.168.33.254,53,udp,0.062044,29,77,SF,1,57,1,105
CLEAN,288.689227,CYDPY147E7iYVMi5a9,10.0.2.15,60460,192.168.33.254,53,udp,0.106772,29,77,SF,1,57,1,105
CLEAN,288.805418,CT7iS94l6HKHTRW0Db,10.0.2.15,60349,192.168.33.254,53,udp,0.090923,39,55,SF,1,67,1,83
CLEAN,291.260448,C8oLaP1xPp8R0rZP15,10.0.2.15,49180,216.58.211.4,443,tcp,2.555587,528,3875,SF,11,980,14,4439
CLEAN,288.904586,C1behm3c0xwo88uzAi,10.0.2.15,58482,192.168.33.254,53,udp,0.051207,39,67,SF,1,67,1,95
CLEAN,292.17914,CqY1Tu3VyBPpVMGQW3,10.0.2.15,49189,216.58.207.65,443,tcp,2.340858,829,10310,SF,16,1481,20,11114
CLEAN,291.032773,Cmpen61NuZ3jUe2Pd1,10.0.2.15,52615,192.168.33.254,53,udp,0.072168,45,86,SF,1,73,1,114
CLEAN,291.03613,C07xqh3qK7vXCNI3ph,10.0.2.15,52910,192.168.33.254,53,udp,0.069642,31,92,SF,1,59,1,120
CLEAN,291.039807,CQcdno3rWJh6203jS3,10.0.2.15,49424,192.168.33.254,53,udp,0.073718,29,74,SF,1,57,1,102
CLEAN,291.119127,CzOHXd1YENqSIioQc6,10.0.2.15,61624,192.168.33.254,53,udp,0.056048,52,68,SF,1,80,1,96
CLEAN,291.120651,CPGf2P3wOcZfKEsAwf,10.0.2.15,50970,192.168.33.254,53,udp,0.054646,36,52,SF,1,64,1,80
CLEAN,291.122712,Cjiule2tqVTVrVKcJj,10.0.2.15,56986,192.168.33.254,53,udp,0.053748,33,70,SF,1,61,1,98
CLEAN,291.161556,CUjWek2ySdCmsavvd9,10.0.2.15,57396,192.168.33.254,53,udp,0.077113,32,48,SF,1,60,1,76
CLEAN,291.168578,CSnNVq7UJ2QFrXq9d,10.0.2.15,62922,192.168.33.254,53,udp,0.07019,43,102,SF,1,71,1,130
CLEAN,291.187367,C8UKvo3hM8aFdMziNg,10.0.2.15,53432,192.168.33.254,53,udp,0.095065,36,64,SF,1,64,1,92
CLEAN,291.192671,CGtFRd3hUCBOtw90p1,10.0.2.15,62714,192.168.33.254,53,udp,0.096943,52,80,SF,1,80,1,108
CLEAN,291.193287,CHMDwC3uOpbLaDvrJ,10.0.2.15,57611,192.168.33.254,53,udp,0.096401,35,51,SF,1,63,1,79
CLEAN,291.481295,CgzEbp29pCnkNsqQW,10.0.2.15,49361,192.168.33.254,53,udp,0.164329,35,63,SF,1,63,1,91
CLEAN,291.491675,CLRmfA18rU7UOltivl,10.0.2.15,61736,192.168.33.254,53,udp,0.153343,31,82,SF,1,59,1,110
CLEAN,291.500947,C5RGkK32A4BEqBwoye,10.0.2.15,50237,192.168.33.254,53,udp,0.119939,40,105,SF,1,68,1,133
CLEAN,291.634432,CYcx6e4hMwobwSVPb,10.0.2.15,60073,192.168.33.254,53,udp,0.092775,53,69,SF,1,81,1,97
CLEAN,291.664349,Cw061Y2KkeXNg5Qemg,10.0.2.15,58650,192.168.33.254,53,udp,0.086267,42,58,SF,1,70,1,86
CLEAN,291.669986,CV0uIz2G9XyZswqZH7,10.0.2.15,58345,192.168.33.254,53,udp,0.081054,45,86,SF,1,73,1,114
CLEAN,291.74268,CAVRal1GlSwHrde1T9,10.0.2.15,63690,192.168.33.254,53,udp,0.076974,53,81,SF,1,81,1,109
CLEAN,291.79394,CNWtEO1VNCNGTBoPR,10.0.2.15,51219,192.168.33.254,53,udp,0.058177,42,70,SF,1,70,1,98
CLEAN,291.806075,Cma62F0l2trqqxvsa,10.0.2.15,63224,192.168.33.254,53,udp,0.068932,44,60,SF,1,72,1,88
CLEAN,291.887301,CDdbeO1UQcX7bthsp7,10.0.2.15,54319,192.168.33.254,53,udp,0.160003,43,102,SF,1,71,1,130
CLEAN,291.897473,CLfzhT2zL5ygqBkQC3,10.0.2.15,59223,192.168.33.254,53,udp,0.127685,32,48,SF,1,60,1,76
CLEAN,291.901647,CNQtJt3BD5aT9wSZG1,10.0.2.15,65425,192.168.33.254,53,udp,0.14556,44,72,SF,1,72,1,100
CLEAN,292.040903,CCm4b34dVAVUXkO031,10.0.2.15,64816,192.168.33.254,53,udp,0.078298,32,48,SF,1,60,1,76
CLEAN,292.067885,Cg1bwq1IubkZgfJzea,10.0.2.15,56072,192.168.33.254,53,udp,0.062317,50,66,SF,1,78,1,94
CLEAN,292.136675,CS9VkQ1R32zD5iiXw,10.0.2.15,53023,192.168.33.254,53,udp,0.069123,50,78,SF,1,78,1,106
CLEAN,292.14081,CCyHU42zteKYp6spff,10.0.2.15,59733,192.168.33.254,53,udp,0.130301,32,60,SF,1,60,1,88
CLEAN,292.279342,Cn9Zc22wHsVdZXFkTi,10.0.2.15,49190,216.58.207.78,80,tcp,6.687428,0,0,SF,4,172,3,124
CLEAN,293.352672,ChWCZu1TUjvkHI7md8,10.0.2.15,49194,216.58.207.78,80,tcp,6.608326,0,0,SF,4,172,3,124
CLEAN,293.350847,C3QxnA3u2xUVVuuqg9,10.0.2.15,49193,216.58.207.78,80,tcp,6.615164,0,0,SF,4,172,3,124
CLEAN,295.174129,Cfkybf2ofcZuhj3vA8,10.0.2.15,51482,192.168.33.254,53,udp,0.041104,31,47,SF,1,59,1,75
CLEAN,295.261394,COnGVJ3aU51AHdn0Z,10.0.2.15,60477,192.168.33.254,53,udp,0.05746,31,47,SF,1,59,1,75
CLEAN,295.327368,CAvt751rTmpGOx0RKc,10.0.2.15,64853,192.168.33.254,53,udp,0.053886,31,47,SF,1,59,1,75
CLEAN,295.356678,CdWKXM1vBnevWI3Rd5,10.0.2.15,56479,192.168.33.254,53,udp,0.041619,33,83,SF,1,61,1,111
CLEAN,295.385993,C9qJjA1DAtUAGYlBR7,10.0.2.15,65194,192.168.33.254,53,udp,0.041383,31,59,SF,1,59,1,87
